114,0.015746
5,0.00274
148,0.026079
89,0.013708
54,0.0091
101,0.016561
237,0.034359
36,0.007438
11,0.004588
117,0.01667
74,0.012533
99,0.01427
39,0.015504
204,0.023731
186,0.02282
2,0.002304
222,0.008529
211,0.006535
22,0.001103
18,0.001231
38,0.001674
31,0.001537
7,6.66E-4
280,0.006867
273,0.006024
279,0.006925
61,0.00211
27,0.00123
1,3.39E-4
119,0.003779
44,0.001797
18,7.44E-4
9,6.5E-4
189,0.005206
43,0.001986
26,0.001177
32,0.00134
246,0.005964
9,5.98E-4
15,8.03E-4
66,0.002976
9,7.16E-4
130,0.004334
6,5.03E-4
180,0.004892
12,8.05E-4
137,0.004511
8,5.06E-4
62,0.001991
193,0.004685
86,0.002575
15,6.89E-4
4,3.46E-4
25,0.001083
15,8.42E-4
206,0.005109
44,0.001461
11,7.27E-4
79,0.002795
238,0.005134
42,0.001526
130,0.003726
252,0.007186
138,0.004142
88,0.00305
25,9.44E-4
211,0.00591
264,0.006809
30,0.001149
1,2.39E-4
160,0.00474
229,0.013734
154,0.004267
9,6.16E-4
95,0.002983
180,0.005203
246,0.005912
248,0.006557
239,0.006555
95,0.00313
208,0.005088
3,4.12E-4
90,0.003098
47,0.00165
170,0.004386
179,0.005564
111,0.00394
120,0.003446
184,0.004437
23,8.57E-4
189,0.004961
226,0.006613
69,0.002085
12,5.58E-4
43,0.001473
205,0.00561
162,0.004348
67,0.002061
65,0.001907
166,0.004598
67,0.002078
2,3.4E-4
213,0.005025
8,5.1E-4
187,0.00586
39,0.002185
37,0.001589
134,0.003787
79,0.00193
13,6.3E-4
194,0.01063
175,0.003989
53,0.001515
49,0.001584
160,0.003193
230,0.009511
4,4.85E-4
109,0.00264
65,0.001402
197,0.003383
7,4.6E-4
161,0.002704
211,0.003696
120,0.002579
53,0.001445
158,0.003214
94,0.002226
251,0.004459
67,0.00165
161,0.004703
123,0.002264
15,6.07E-4
111,0.002103
68,0.001524
47,0.001544
16,7.04E-4
3,3.79E-4
105,0.002107
82,0.001438
34,0.001192
202,0.004068
155,0.003188
13,7.38E-4
107,0.002105
209,0.003603
78,0.00179
3,2.49E-4
26,8.39E-4
10,5.84E-4
46,0.0011
73,0.001582
85,0.002273
72,0.001367
283,0.003939
26,8.12E-4
51,0.001521
235,0.003299
314,0.004172
212,0.003978
212,0.003668
148,0.002622
10,5.41E-4
2,3.54E-4
58,0.001448
56,0.001062
224,0.004152
85,0.00146
109,0.002233
179,0.003104
67,0.001449
246,0.004407
10,5.25E-4
15,5.77E-4
58,0.001196
32,9.53E-4
216,0.003368
90,0.001819
247,0.003988
187,0.00351
181,0.003875
94,0.002357
115,0.002006
39,0.001142
147,0.002922
246,0.003953
19,6.26E-4
210,0.003907
78,0.001742
196,0.0033
49,0.001568
131,0.003111
198,0.004018
156,0.002403
211,0.003589
2,2.42E-4
77,0.001733
286,0.003845
84,0.001315
78,0.00196
110,0.002054
103,0.001839
0,1.68E-4
45,8.98E-4
132,0.002317
41,9.95E-4
130,0.002063
84,0.00183
53,0.001402
75,0.001783
153,0.003006
163,0.002671
112,0.002348
2,2.51E-4
44,0.001235
282,0.00869
272,0.004165
141,0.00228
170,0.003059
18,6.37E-4
77,0.001794
26,8.17E-4
263,0.004014
33,0.001087
126,0.002405
156,0.002942
247,0.004175
43,8.36E-4
32,0.00113
18,5.62E-4
66,0.001395
99,0.001836
305,0.003858
108,0.002033
212,0.002626
53,9.66E-4
108,0.00216
49,0.00146
263,0.003988
229,0.00387
244,0.00425
196,0.003586
78,0.001639
11,5.82E-4
38,9.91E-4
121,0.002466
109,0.001914
7,5.54E-4
178,0.004013
94,0.002247
103,0.001896
64,0.001527
176,0.00296
178,0.003493
15,5.37E-4
14,5.89E-4
26,9.86E-4
117,0.002474
87,0.00195
103,0.001721
43,0.001179
57,0.001597
105,0.002334
26,9.12E-4
104,0.001825
58,0.001492
207,0.003943
49,0.001252
209,0.003377
72,0.001652
51,0.00132
164,0.002834
180,0.003045
215,0.003745
12,5.17E-4
50,0.001238
241,0.003461
249,0.003943
228,0.004003
122,0.002407
108,0.0022
161,0.003163
196,0.002728
56,0.001285
102,0.002017
62,0.001051
27,7.92E-4
132,0.002443
12,3.77E-4
31,7.67E-4
94,0.001637
109,0.001796
94,0.001921
122,0.00197
119,0.002169
21,5.62E-4
26,6.04E-4
257,0.003362
