1,0.003096
2,0.001427
3,0.001761
3,0.002325
3,0.002561
6,0.003416
4,0.002772
4,0.003434
7,0.003647
7,0.00367
9,0.004144
12,0.004339
18,0.004397
21,0.004954
20,0.004914
19,0.005589
22,0.005396
31,0.006878
23,0.005817
24,0.006168
29,0.006735
36,0.00972
39,0.007516
36,0.007141
33,0.019575
41,0.006391
46,0.006245
43,0.006279
50,0.006834
33,0.009129
37,0.007227
58,0.007519
54,0.006621
80,0.002348
72,0.002405
77,0.002449
82,0.002704
52,0.002477
70,0.002654
62,0.002567
76,0.002609
72,0.002444
82,0.002899
70,0.00281
82,0.002866
88,0.002697
105,0.002972
78,0.006701
89,0.003299
110,0.003492
108,0.003382
132,0.003322
119,0.003385
122,0.003395
105,0.003331
104,0.003513
140,0.00375
107,0.00454
124,0.004008
147,0.003879
135,0.003909
196,0.004031
177,0.004003
108,0.004342
141,0.003977
150,0.004185
211,0.004322
135,0.004395
178,0.004844
143,0.005036
195,0.004434
147,0.004629
169,0.004927
170,0.004774
184,0.004969
233,0.011482
171,0.004761
163,0.004876
180,0.005118
227,0.005195
194,0.005482
196,0.005354
188,0.005156
205,0.005248
228,0.005493
292,0.006226
206,0.005503
218,0.005552
199,0.006255
260,0.005626
280,0.006178
277,0.006163
209,0.005754
268,0.006066
276,0.006198
216,0.005896
232,2.828788
205,0.005085
217,0.004916
258,0.00493
238,0.004547
276,0.004428
242,0.004588
373,0.004788
261,0.00477
255,0.004755
434,0.004933
310,0.00478
296,0.004797
312,0.004568
297,0.004527
239,0.004886
339,0.00502
363,0.005038
525,0.004792
320,0.004923
276,0.004869
234,0.005211
276,0.005135
308,0.005363
386,0.00561
309,0.00505
395,0.005222
274,0.005175
278,0.005219
366,0.005677
414,0.005618
381,0.00581
454,0.005685
388,0.006502
308,0.005735
276,0.005338
397,0.005619
348,0.005496
350,0.005621
368,0.00571
403,0.006075
373,0.005902
421,0.006121
325,0.005867
449,0.006114
426,0.006331
408,0.006309
379,0.006236
445,0.006171
445,0.006201
455,0.006578
443,0.006209
461,0.006233
540,0.00642
517,0.007193
515,0.006472
383,0.006464
411,0.006795
377,0.006252
466,0.006493
468,0.00673
436,0.006737
380,0.006967
529,0.007008
483,0.006972
402,0.006918
526,0.007329
462,0.007203
428,0.007011
583,0.006909
573,0.007068
480,0.007298
560,0.0075
427,0.007041
482,0.007621
560,0.007693
696,0.00851
454,0.00735
568,0.007394
480,0.007422
441,0.007891
534,0.008062
453,0.007852
515,0.008016
483,0.007762
485,0.008089
541,0.007995
501,0.008133
524,0.008312
530,0.007971
533,0.008166
653,0.008293
489,0.00822
525,0.00836
597,0.0082
528,0.008068
675,0.00917
669,0.008291
633,0.008448
563,0.008518
623,0.008505
553,0.008614
841,0.009132
526,0.008481
553,0.008661
523,0.008413
557,0.008762
657,0.012278
670,0.009596
690,0.008897
652,0.009263
637,0.00898
775,0.009269
482,0.009357
680,0.009597
783,0.009356
789,0.009209
738,0.009197
715,0.009422
643,0.009106
645,0.009843
609,0.009429
671,0.009303
884,0.009809
750,0.009831
737,0.009737
816,0.009849
691,0.010072
783,0.009997
659,0.010019
631,0.010067
601,0.010142
836,0.010434
644,0.010404
556,0.010099
834,0.009904
746,0.010913
759,0.010022
837,0.010251
730,0.009876
718,0.010194
913,0.010497
579,0.010195
696,0.010255
1007,0.010196
850,0.01065
1120,0.010713
905,0.010656
864,0.011196
804,0.010807
684,0.01052
725,0.011199
840,0.011036
704,0.011203
733,0.01142
1059,0.01109
971,0.011246
757,0.010808
829,0.0108
855,0.011046
992,0.011266
745,0.011186
867,0.011329
822,0.011062
743,0.010891
873,0.011613
909,0.011942
967,0.016918
847,0.011869
872,0.011749
1110,0.0123
970,0.011535
868,0.0116
1124,0.011901
977,0.011792
959,0.012453
1026,0.012014
845,0.012438
795,0.011898
845,0.012153
913,0.012245
963,0.012111
817,0.012279
882,0.011879
804,0.012455
939,0.011669
956,0.01281
829,0.012233
1705,0.013093
949,0.012242
883,0.017492
963,0.013824
1066,0.013832
855,0.01368
784,0.012773
881,0.012781
1072,0.013336
869,0.012557
868,0.012931
823,0.012805
909,0.013476
799,0.0128
946,0.013406
1003,0.013188
1174,0.013463
814,0.01284
1090,0.01371
816,0.012958
888,0.012944
989,0.013868
978,0.01306
1222,0.013406
900,0.013718
1030,0.014379
1007,0.013702
1059,0.013889
927,0.01349
1116,0.013691
1461,0.013926
975,0.013879
934,0.013522
